62,9780007129652,Wilkins' Tooth,2002,Business enterprises,Bad,Diana Wynne Jones,7129653,No Comment
63,9780007130313,Cut,2002,Emotional problems,Good,Patricia McCormick,7130317,No Comment
64,9780007135653,The Lord of the Rings,2004,Characters and characteristics in motion pictures,Bad,Gary Russell,7135653,No Comment
65,9780007136582,The Lord of the Rings,2002,"Fantasy fiction, English",Good,John Ronald Reuel Tolkien,7136587,No Comment
66,9780007136599,The Fellowship of the Ring,2002,"Baggins, Frodo (Fictitious character)",Bad,John Ronald Reuel Tolkien;Alan Lee,7136595,No Comment
67,9780007137336,Lirael,2004,Fantasy fiction,Good,Garth Nix,7137338,No Comment
68,9780007149124,Tales from the Perilous Realm,2002,"Fairy tales, English",Bad,John Ronald Reuel Tolkien,7149123,No Comment
69,9780007149612,Breaking Open the Head,2004,Hallucinogenic drugs,Good,Daniel Pinchbeck,7149611,No Comment
70,9780007149827,The Yiddish Policemen's Union,2007,Fiction,Bad,Michael Chabon,7149824,No Comment
71,9780007150304,"Beware, Princess Elizabeth",2003,Children's stories,Good,Carolyn Meyer,000715030X,No Comment
72,9780007151240,The Family Way,2005,Parenthood,Bad,Tony Parsons,7151241,No Comment
73,9780007151677,Endless Night,2002,FICTION,Good,Agatha Christie,7151675,No Comment
74,9780007153589,How to be Alone,2004,Literary Collections,Bad,Jonathan Franzen,7153589,No Comment
75,9780007154845,The Mysterious Mr. Quin,2003,Detective and mystery stories,Good,Agatha Christie,7154844,No Comment
76,9780007154883,The Listerdale Mystery,2003,Detective and mystery stories,Bad,Agatha Christie,7154887,No Comment
77,9780007158058,The Real Trial of Oscar Wilde,2004,Biography & Autobiography,Good,Merlin Holland,000715805X,No Comment
78,9780007158515,I Can Read with Me Eyes Shut!,2003,"Authors, American",Bad,Dr. Seuss,7158513,No Comment
79,9780007158522,"Oh, the Places You'll Go!",2003,Adventure stories,Good,Dr. Seuss,7158521,No Comment
80,9780007162994,If I Die in a Combat Zone,2003,"Vietnam War, 1961-1975",Bad,Tim O'Brien,7162995,No Comment
81,9780007171996,The Return of the King,2003,"Baggins, Frodo (Fictitious character)",Good,J. R. R. Tolkien,7171994,No Comment
82,9780007173020,The Silmarillion,2004,Fiction,Bad,John Ronald Reuel Tolkien;Ted Nasmith,7173024,No Comment
83,9780007173136,I Wish that I Had Duck Feet,2004,Children's stories,Good,Dr. Seuss;Barney Tobey,000717313X,No Comment
84,9780007175222,Oh Say Can You Say?,2004,Children's stories,Bad,Dr. Seuss,7175221,No Comment
85,9780007178636,There's a Boy in the Girls' Bathroom,2004,Boys,Good,Louis Sachar,7178638,No Comment
86,9780007179817,Microserfs,2004,Computer programmers,Bad,Douglas Coupland,7179812,No Comment
87,9780007179824,Miss Wyoming,2004,Actors,Good,Douglas Coupland,7179820,No Comment
88,9780007189953,Where Rainbows End,2004,Friendship,Bad,Cecelia Ahern,7189958,No Comment
89,9780007190683,Poirot,2005,Authors,Good,Agatha Christie,7190689,No Comment
90,9780007191925,The Art of The Lord of the Rings,2004,Costume,Bad,Gary Russell,7191928,No Comment
91,9780007195305,The Known World,2004,African American plantation owners,Good,Edward P. Jones,7195303,No Comment
92,9780007195718,Discover Your Destiny with the Monk Who Sold His Ferrari,2004,Conduct of life,Bad,Robin Sharma,7195710,No Comment
93,9780007204441,Naked Lunch,2005,Alienation (Social psychology),Good,William S. Burroughs,7204442,No Comment
94,9780007204465,Tropic of Cancer,2005,Fiction,Bad,Henry Miller,7204469,No Comment
95,9780007205585,Close Range,2006,Cowboys,Good,Annie Proulx,7205589,No Comment
96,9780020199854,The Love of the Last Tycoon,1994,Fiction,Bad,F. Scott Fitzgerald,20199856,No Comment
97,9780020264736,The Song of Rhiannon,1992,Fiction,Good,Evangeline Walton,20264739,No Comment
98,9780020360759,Heart Songs and Other Stories,1995,Fiction,Bad,Annie Proulx,20360754,No Comment
99,9780020442608,The voyage of the Dawn Treader,1970,Juvenile Fiction,Good,Clive Staples Lewis,20442602,No Comment
100,9780020442806,"The Chronicles of Narnia: Lion, the witch and the wardrobe",1978,Fairy tales,Bad,Clive Staples Lewis,20442807,No Comment
101,9780020518600,The Short Stories of Ernest Hemingway,1986,Fiction,Good,Ernest Hemingway,20518609,No Comment
102,9780020867401,"The Screwtape Letters ; With, Screwtape Proposes a Toast",1982,Christianity,Bad,Clive Staples Lewis,20867409,No Comment
103,9780023513206,Reason in History,1953,Philosophy,Good,Georg Wilhelm Friedrich Hegel,23513209,No Comment
104,9780024181909,The Elements of Style,1979,Language Arts & Disciplines,Bad,William Strunk;Elwyn Brooks White,24181900,No Comment
105,9780024266408,The Presocratics,1966,Philosophy,Good,Philip Wheelwright,002426640X,No Comment
106,9780026995016,Spandau,1976,History,Bad,Albert Speer,26995018,No Comment
107,9780027054903,The Rumble Seat Pony,1971,"Animals, Treatment of",Good,Clarence William Anderson,002705490X,No Comment
108,9780027897500,The Journey with Grandmother,1960,Grandmothers,Bad,Edith Unnerstad,27897508,No Comment
109,9780029131695,Tyranny of the Majority,1995,History,Good,Lani Guinier,29131693,No Comment
110,9780029221303,The Origins of the Civil Rights Movement,1986,History,Bad,Aldon D. Morris,29221307,No Comment
111,9780029227961,Presidential Power and the Modern Presidents,1991,History,Good,Richard E. Neustadt,29227968,No Comment
112,9780030420566,"Rest, Rabbit, Rest",1978,Juvenile Fiction,Bad,Jacquelyn Reinach;Richard Hefter,30420563,No Comment
113,9780030547744,Where the Red Fern Grows,2000,Juvenile Fiction,Good,Wilson Rawls,30547741,No Comment
114,9780060000141,Poppy's Return,2006,Juvenile Fiction,Bad,Avi,60000147,No Comment
115,9780060001537,Diary of a Spider,2005,Juvenile Fiction,Good,Doreen Cronin,60001534,No Comment
116,9780060004507,An Old-Fashioned Thanksgiving,2005,Juvenile Fiction,Bad,Louisa May Alcott;James Bernardin,60004509,No Comment
117,9780060005696,The Paradox of Choice,2005,Business & Economics,Good,Barry Schwartz,60005696,No Comment
118,9780060009427,How to Read Literature Like a Professor,2003,Literary Criticism,Bad,Thomas C. Foster,006000942X,No Comment
119,9780060012342,The Amazing Maurice and His Educated Rodents,2001,Juvenile Fiction,Good,Terry Pratchett,006001234X,No Comment
120,9780060012380,The Wee Free Men,2004,Juvenile Fiction,Bad,Terry Pratchett,60012382,No Comment
121,9780060013134,Going Postal,2004,Fiction,Good,Terry Pratchett,60013133,No Comment
122,9780060084387,Modern Mind,2002,Science,Bad,Peter Watson,60084383,No Comment
123,9780060085445,She Went All the Way,2002,Fiction,Good,Meg Cabot,60085444,No Comment
124,9780060085490,Island,1962,Fiction,Bad,Aldous Huxley,60085495,No Comment
125,9780060088743,A Year in the Life of William Shakespeare,2006,Biography & Autobiography,Good,James Shapiro,60088745,No Comment
126,9780060090371,Lucy Sullivan Is Getting Married,2002,Fiction,Bad,Marian Keyes,60090375,No Comment
127,9780060092573,The Terminal Man,2002,Fiction,Good,Michael Crichton,60092572,No Comment
128,9780060093747,The Art of the Novel,2003,Literary Criticism,Bad,Milan Kundera,60093749,No Comment
129,9780060094935,The Bromeliad Trilogy,2003,Juvenile Fiction,Good,Terry Pratchett,60094931,No Comment
130,9780060099459,"Merry Christmas, Amelia Bedelia",2002,Juvenile Fiction,Bad,Peggy Parish,60099453,No Comment
131,9780060175641,Identity,1998,Fiction,Good,Milan Kundera,60175648,No Comment
132,9780060177249,The thief of always,1992,Fiction,Bad,Clive Barker,60177241,No Comment
133,9780060192501,The Illustrated Alchemist,1998,Fiction,Good,Paulo Coelho;Alan R. Clarke;Moebius,006019250X,No Comment
134,9780060192778,Mars and Venus Book of Days,1998,Family & Relationships,Bad,John Gray,60192771,No Comment
135,9780060218058,The Last of the Really Great Whangdoodles,1996,Juvenile Fiction,Good,Julie Andrews Edwards,60218053,No Comment
136,9780060245603,Today I Feel Silly & Other Moods That Make My Day,1998,Juvenile Fiction,Bad,Jamie Lee Curtis,60245603,No Comment
137,9780060256579,The Missing Piece Meets the Big O,1981,Juvenile Fiction,Good,Shel Silverstein,60256575,No Comment
138,9780060256753,"Lafcadio, the Lion Who Shot Back",1963,Juvenile Fiction,Bad,Shel Silverstein,60256753,No Comment
139,9780060277406,The Secret Garden Cookbook,1999,Juvenile Nonfiction,Good,Amy Cotler,60277408,No Comment
140,9780060278427,Laura's Album,1998,Juvenile Nonfiction,Bad,William Anderson,60278420,No Comment
141,9780060391539,Quivers,1995,African Americans in radio broadcasting,Good,Robin Quivers,60391537,No Comment
142,9780060502959,Moonspinners,2003,Fiction,Bad,Mary Stewart,60502959,No Comment
143,9780060504083,Small Wonder,2003,Literary Collections,Good,Barbara Kingsolver,60504080,No Comment
144,9780060506049,Worlds Enough & Time,2002,Fiction,Bad,Dan Simmons,60506040,No Comment
145,9780060507404,The Cheese Monkeys,2002,Fiction,Good,Chip Kidd,60507403,No Comment
146,9780060509057,Travels,2002,Biography & Autobiography,Bad,Michael Crichton,60509058,No Comment
147,9780060510855,Caesar,2003,Fiction,Good,Colleen McCullough,60510854,No Comment
148,9780060510862,The Forever War,2003,Fiction,Bad,Joe Haldeman,60510862,No Comment
149,9780060511067,Amelia Bedelia Goes Camping,2003,Juvenile Fiction,Good,Peggy Parish,60511060,No Comment
150,9780060511104,The Secret Sister,2005,Fiction,Bad,Elizabeth Lowell,60511109,No Comment
151,9780060511111,Amelia Bedelia Helps Out,2005,Juvenile Fiction,Good,Peggy Parish,60511117,No Comment
152,9780060511135,Whirlpool,2006,Fiction,Bad,Elizabeth Lowell,60511133,No Comment
153,9780060511142,"Teach Us, Amelia Bedelia",2004,Juvenile Fiction,Good,Peggy Parish,60511141,No Comment
154,9780060512804,Cryptonomicon,2002,Fiction,Bad,Neal Stephenson,60512806,No Comment
155,9780060513092,Falling Up,2002,Juvenile Nonfiction,Good,Shel Silverstein,60513098,No Comment
156,9780060515195,Anansi Boys,2006,Fiction,Bad,Neil Gaiman,60515198,No Comment
157,9780060515225,Fragile Things,2006,Fiction,Good,Neil Gaiman,60515228,No Comment
158,9780060516055,What Went Wrong?,2003,History,Bad,Bernard Lewis,60516054,No Comment
159,9780060518653,Letters from the Earth,2004,Literary Criticism,Good,Mark Twain,60518650,No Comment
160,9780060519131,Savannah Blues,2003,Fiction,Bad,Mary Kay Andrews,60519134,No Comment
161,9780060521226,The Whipping Boy,2003,Juvenile Fiction,Good,Sid Fleischman,60521228,No Comment
162,9780060521998,The Innovator's Dilemma,2003,Business & Economics,Bad,Clayton M. Christensen,60521996,No Comment
163,9780060524937,A Nose for Murder,2003,Fiction,Good,Lee Charles Kelley,60524936,No Comment
164,9780060525101,Happiness,2003,Fiction,Bad,Will Ferguson,006052510X,No Comment
165,9780060525118,Size 12 Is Not Fat,2006,Fiction,Good,Meg Cabot,60525118,No Comment
166,9780060527983,Warrior of the Light,2004,Fiction,Bad,Paulo Coelho,60527986,No Comment
167,9780060527990,The Devil and Miss Prym,2006,Fiction,Good,Paulo Coelho,60527994,No Comment
168,9780060529574,The Big Bing,2006,Business & Economics,Bad,Stanley Bing,60529571,No Comment
169,9780060531041,One Hundred Years of Solitude,2003,Fiction,Good,Gabriel Garcia Marquez,60531045,No Comment
170,9780060535117,Walt Whitman,2003,Biography & Autobiography,Bad,Justin Kaplan,60535113,No Comment
171,9780060539092,How to Make Love Like a Porn Star,2004,Biography & Autobiography,Good,Jenna Jameson;Neil Strauss,60539097,No Comment
172,9780060539252,The Outsider,1953,Fiction,Bad,Richard Wright,60539259,No Comment
173,9780060540944,1421,2004,History,Good,Gavin Menzies,006054094X,No Comment
174,9780060541811,The Andromeda Strain,2003,Fiction,Bad,Michael Crichton,60541814,No Comment
175,9780060541835,Congo,2003,Fiction,Good,Michael Crichton,60541830,No Comment
176,9780060541880,Johnny and the Dead,2006,Juvenile Fiction,Bad,Terry Pratchett,60541881,No Comment
177,9780060542382,Amelia Bedelia 40th Anniversary Collection,2003,Juvenile Fiction,Good,Peggy Parish,60542381,No Comment
178,9780060543495,The Girls of Lighthouse Lane #3,2005,Juvenile Fiction,Bad,Thomas Kinkade;Erika Tamar,60543493,No Comment
179,9780060545840,The Bradbury Chronicles,2006,Biography & Autobiography,Good,Sam Weller,60545844,No Comment
180,9780060546571,Three Rotten Eggs,2005,Juvenile Fiction,Bad,Gregory Maguire,60546573,No Comment
181,9780060548285,The Wicked Day,2003,Fiction,Good,Mary Stewart,60548282,No Comment
182,9780060554736,The Game,2005,Biography & Autobiography,Bad,Neil Strauss,60554738,No Comment
183,9780060556501,"The Lion, the Witch and the Wardrobe (picture book edition)",2004,Juvenile Fiction,Good,C. S. Lewis,60556501,No Comment
184,9780060556525,Gold,2003,Fiction,Bad,Isaac Asimov,60556528,No Comment
185,9780060564780,The Kindness of Strangers,2007,Fiction,Good,Katrina Kittle,60564784,No Comment
186,9780060566104,Built to Last,2004,Business & Economics,Bad,Jim Collins;Jerry I. Porras,60566108,No Comment
187,9780060566685,Fluke,2004,Fiction,Good,Christopher Moore,006056668X,No Comment
188,9780060567231,Lord of Light,2004,Fiction,Bad,Roger Zelazny,60567236,No Comment
189,9780060570583,The Perennial Philosophy,2004,Philosophy,Good,Aldous Huxley,006057058X,No Comment
190,9780060572006,A Crack in the Edge of the World,2006,History,Bad,Simon Winchester,60572000,No Comment
191,9780060572969,Dead Witch Walking,2004,Fiction,Good,Kim Harrison,60572965,No Comment
192,9780060572976,"The Good, the Bad, and the Undead",2005,Fiction,Bad,Kim Harrison,60572973,No Comment
193,9780060574215,"Men Are from Mars, Women Are from Venus",2004,Family & Relationships,Good,John Gray,60574216,No Comment
194,9780060575816,Sabriel (adult),2004,Fiction,Bad,Garth Nix,60575816,No Comment
195,9780060577049,Slouching Toward Nirvana,2006,Poetry,Good,Charles Bukowski,60577045,No Comment
196,9780060577865,Bad Childhood---Good Life,2006,Self-Help,Bad,Laura Schlessinger,006057786X,No Comment
197,9780060578114,Cat Cross Their Graves,2005,Fiction,Good,Shirley Rousseau Murphy,60578114,No Comment
198,9780060578121,Cat Breaking Free,2006,Fiction,Bad,Shirley Rousseau Murphy,60578122,No Comment
199,9780060580339,Slider,2004,Sports & Recreation,Good,Patrick Robinson,006058033X,No Comment
200,9780060582500,The Black Dahlia Files,2006,True Crime,Bad,Don Wolfe,60582502,No Comment
201,9780060584023,Metro Girl,2005,Fiction,Good,Janet Evanovich,60584025,No Comment
202,9780060584030,Motor Mouth,2006,Fiction,Bad,Janet Evanovich,60584033,No Comment
203,9780060584757,Mystic River,2003,Fiction,Good,Dennis Lehane,60584750,No Comment
204,9780060586546,Great Short Works of Herman Melville,2004,Fiction,Bad,Herman Melville,60586540,No Comment
205,9780060587031,The Day I Swapped My Dad for Two Goldfish,2006,Juvenile Fiction,Good,Neil Gaiman,60587032,No Comment
206,9780060589288,Eleven Minutes,2005,Fiction,Bad,Paulo Coelho,60589280,No Comment
207,9780060589462,Zen and the Art of Motorcycle Maintenance,2006,Psychology,Good,Robert M. Pirsig,60589469,No Comment
208,9780060590154,Ulysses S. Grant,2004,Biography & Autobiography,Bad,Michael Korda,60590157,No Comment
209,9780060590277,A Dirty Job,2006,Fiction,Good,Christopher Moore,60590270,No Comment
210,9780060593087,Quicksilver,2004,Fiction,Bad,Neal Stephenson,60593083,No Comment
211,9780060593247,Every Book Its Reader,2006,Literary Criticism,Good,Nicholas A. Basbanes,60593245,No Comment
212,9780060593636,Flirting With Danger,2005,Fiction,Bad,Suzanne Enoch,60593636,No Comment
213,9780060594527,Lost Horizon,2004,Fiction,Good,James Hilton,60594527,No Comment
214,9780060595180,The Doors of Perception and Heaven and Hell,2004,Philosophy,Bad,Aldous Huxley,60595183,No Comment
215,9780060598808,Thanksgiving,2006,Fiction,Good,Janet Evanovich,60598808,No Comment
216,9780060598846,Love Overboard,2005,Fiction,Bad,Janet Evanovich,60598840,No Comment
217,9780060598853,Back to the Bedroom,2005,Fiction,Good,Janet Evanovich,60598859,No Comment
218,9780060598891,The Rocky Road to Romance,2004,Fiction,Bad,Janet Evanovich,60598891,No Comment
219,9780060598969,Thomas Jefferson,2005,Biography & Autobiography,Good,Christopher Hitchens,60598964,No Comment
220,9780060598976,Muhammad,2006,Biography & Autobiography,Bad,Karen Armstrong,60598972,No Comment
221,9780060609177,Meeting Jesus Again for the First Time,1995,Religion,Good,Marcus J. Borg,60609176,No Comment
222,9780060609191,Reading the Bible Again for the First Time,2002,Religion,Bad,Marcus J. Borg,60609192,No Comment
223,9780060622138,Shadow of the Almighty,1989,Religion,Good,Elisabeth Elliot,006062213X,No Comment
224,9780060645892,The Dance of the Dissident Daughter,2002,Religion,Bad,Sue Monk Kidd,006064589X,No Comment
225,9780060652852,C.S. Lewis,1996,Religion,Good,C. S. Lewis,60652853,No Comment
226,9780060652890,The Screwtape Letters,2001,Religion,Bad,C. S. Lewis,60652896,No Comment
227,9780060652920,Mere Christianity,2001,Religion,Good,C. S. Lewis,60652926,No Comment
228,9780060654856,Learning to Love,1998,Religion,Bad,Thomas Merton,60654856,No Comment
229,9780060725143,The Mediator #4: Darkest Hour,2004,Juvenile Fiction,Good,Meg Cabot,60725141,No Comment
230,9780060727536,Cash,2003,Biography & Autobiography,Bad,Johnny Cash,60727535,No Comment
231,9780060727635,"The Collected Letters of C.S. Lewis, Volume 1",2004,Biography & Autobiography,Good,C. S. Lewis,60727632,No Comment
232,9780060730550,Touching the Void,2004,Sports & Recreation,Bad,Joe Simpson,60730552,No Comment
233,9780060731304,Anybody Out There?,2006,Fiction,Good,Marian Keyes,60731303,No Comment
234,9780060732707,My Little Pony: Hide-and-Seek,2004,Juvenile Fiction,Bad,Jennifer Frantz,60732709,No Comment
235,9780060733353,The Confusion,2005,Fiction,Good,Neal Stephenson,60733357,No Comment
236,9780060734015,Bridge to Terabithia (rack),2004,Juvenile Fiction,Bad,Katherine Paterson,60734019,No Comment
237,9780060735425,Practical Demonkeeping,2004,Fiction,Good,Christopher Moore,60735422,No Comment
238,9780060735449,Island of the Sequined Love Nun,2004,Fiction,Bad,Christopher Moore,60735449,No Comment
239,9780060735456,The Lust Lizard of Melancholy Cove,2004,Fiction,Good,Christopher Moore,60735457,No Comment
240,9780060736255,Weetzie Bat,2004,Juvenile Fiction,Bad,Francesca Lia Block,60736259,No Comment
241,9780060737047,Behind the Curtain,2006,Juvenile Fiction,Good,Peter Abrahams,60737042,No Comment
242,9780060739423,"Catherine, Called Birdy (Summer Reading Edition)",2004,Juvenile Fiction,Bad,Karen Cushman,60739428,No Comment
243,9780060745905,Wicked Musical Tie-in Edition,2004,Fiction,Good,Gregory Maguire,60745908,No Comment
244,9780060747220,Son of a Witch,2006,Fiction,Bad,Gregory Maguire,60747226,No Comment
245,9780060747473,This Rough Magic,2004,Fiction,Good,Mary Stewart,60747471,No Comment
246,9780060747480,Airs Above the Ground,2004,Fiction,Bad,Mary Stewart,006074748X,No Comment
247,9780060751647,The Mediator #5: Haunted,2004,Juvenile Fiction,Good,Meg Cabot,60751649,No Comment
248,9780060753108,Beauty,2005,Juvenile Fiction,Bad,Robin McKinley,60753102,No Comment
249,9780060753634,Mating in Captivity,2006,Psychology,Good,Esther Perel,60753633,No Comment
250,9780060754006,Forgotten New York,2006,Travel,Bad,Kevin Walsh,60754001,No Comment
251,9780060758769,The Dead Beat,2007,Social Science,Good,Marilyn Johnson,60758767,No Comment
252,9780060760250,Charms for the Easy Life,2005,Fiction,Bad,Kaye Gibbons,60760257,No Comment
253,9780060760441,The Reading Group,2005,Fiction,Good,Elizabeth Noble,60760443,No Comment
254,9780060760823,A Couple of April Fools,2005,Juvenile Fiction,Bad,Gregory Maguire,60760826,No Comment
255,9780060761530,What Christians Believe,2005,Religion,Good,C. S. Lewis,60761539,No Comment
256,9780060763725,Psyche in a Dress,2006,Juvenile Fiction,Bad,Francesca Lia Block,60763728,No Comment
257,9780060765316,YOU: The Owner's Manual,2005,Health & Fitness,Good,Michael F Roizen;Mehmet C Oz,60765313,No Comment
258,9780060765453,The Chronicles of Narnia Movie Tie-in Edition (adult),2005,Fiction,Bad,C. S. Lewis,60765453,No Comment
259,9780060765484,"The Lion, the Witch and the Wardrobe Movie Tie-in Edition (rack)",2005,Juvenile Fiction,Good,C. S. Lewis,60765488,No Comment
260,9780060766740,"The Nightmare Room, Books 1-2-3: The Nightmare Begins!",2005,Juvenile Fiction,Bad,R.L. Stine,60766743,No Comment
261,9780060773755,A Quick Bite,2005,Fiction,Good,Lynsay Sands,60773758,No Comment
262,9780060775858,Goodnight Moon 60th Anniversary Edition,2005,Juvenile Fiction,Bad,Margaret Wise Brown,60775858,No Comment
263,9780060776091,Brave New World and Brave New World Revisited,2005,Fiction,Good,Aldous Huxley,60776099,No Comment
264,9780060777104,The Final Solution,2005,Fiction,Bad,Michael Chabon,60777109,No Comment
265,9780060777333,The Cat's Pajamas,2005,Fiction,Good,Ray Bradbury,60777338,No Comment
266,9780060778019,Holy Skirts,2005,Fiction,Bad,Rene Steinke,60778016,No Comment
267,9780060782139,Time For Kids: Butterflies!,2006,Juvenile Nonfiction,Good,Editors of TIME For Kids,60782137,No Comment
268,9780060786731,A False Mirror,2007,Fiction,Bad,Charles Todd,60786736,No Comment
269,9780060787035,Cracks in My Foundation,2005,Fiction,Good,Marian Keyes,60787031,No Comment
270,9780060788193,A Fistful of Charms,2006,Fiction,Bad,Kim Harrison,60788194,No Comment
271,9780060788384,For a Few Demons More,2007,Fiction,Good,Kim Harrison,60788380,No Comment
272,9780060790592,Mysteries of Pittsburgh,2005,Fiction,Bad,Michael Chabon,60790598,No Comment
273,9780060792176,Everything Is Illuminated tie-in,2005,Fiction,Good,Jonathan Safran Foer,60792175,No Comment
