225,CLANTON,1,No
226,BUTLER,1,No
227,CITRONELLE,1,No
228,GROVE HILL,1,No
229,HUNTSVILLE,1,No
230,EUTAW,1,No
231,GREENVILLE,1,No
232,GREENSBORO,1,No
233,CHICKASAW,1,No
234,JACKSON,1,No
235,MARION,1,No
236,WOODVILLE,1,No
237,IRVINGTON,1,No
238,SCOTTSBORO,1,No
239,ONEONTA,1,No
240,THOMASVILLE,1,No
241,TUSKEGEE,1,No
242,MOUNDVILLE,1,No
243,UNIONTOWN,1,No
244,PRICHARD,1,No
245,CHATOM,1,No
246,EVERGREEN,1,No
247,MOBILE,1,No
248,MONTGOMERY,1,No
249,WHITE HALL,1,No
250,STEVENSON,1,No
251,KILLEN,1,No
252,LEXINGTON,1,No
253,PRATTVILLE,1,No
254,FAYETTE,1,No
255,PHENIX CITY,1,No
256,SELMA,1,No
257,TUSCALOOSA,1,No
258,CAMDEN,1,No
259,MONROEVILLE,1,No
260,CULLMAN,1,No
261,VALLEY,1,No
262,HOKES BLUFF,1,No
263,RAGLAND,1,No
264,HAYNEVILLE,1,No
265,IDER,1,No
266,EUFAULA,1,No
267,GRANT,1,No
268,DALEVILLE,1,No
269,COURTLAND,1,No
270,EVA,1,No
271,CROSSVILLE,1,No
272,WALNUT GROVE,1,No
273,ORANGE BEACH,1,No
274,SATSUMA,1,No
275,FALKVILLE,1,No
276,SPRINGVILLE,1,No
277,BRIDGEPORT,1,No
278,WEST BLOCTON,1,No
279,CARBON HILL,1,No
280,OHATCHEE,1,No
281,SOMERVILLE,1,No
282,CHELSEA,1,No
283,DUTTON,1,No
284,FORT DEPOSIT,1,No
285,SUMMERDALE,1,No
286,PINSON,1,No
287,ECLECTIC,1,No
288,HOBSON CITY,1,No
289,MUNFORD,1,No
290,SOUTHSIDE,1,No
291,STEELE,1,No
292,PINSON,1,No
293,GLENCOE,1,No
294,MAGNOLIA SPRINGS,1,No
295,TOWN CREEK,1,No
296,BIRMINGHAM,1,No
297,CARROLLTON,1,No
298,HENAGAR,1,No
299,MT. VERNON,1,No
300,PRICEVILLE,1,No
301,SARDIS CITY,1,No
302,WOODSTOCK,1,No
303,NEWBERN,1,No
304,SPANISH FORT,1,No
305,ELBERTA,1,No
306,CENTER POINT,1,No
307,LITTLE ROCK,4,No
308,FAYETTEVILLE,4,No
309,YELLVILLE,4,No
310,PRESCOTT,4,No
311,MALVERN,4,No
312,HOT SPRINGS,4,No
313,MOUNTAIN VIEW,4,No
314,PINE BLUFF,4,No
315,JONESBORO,4,No
316,MAGNOLIA,4,No
317,FORT SMITH,4,No
318,DARDANELLE,4,No
319,PARAGOULD,4,No
320,MONTICELLO,4,No
321,HELENA,4,No
322,NORTH LITTLE ROCK,4,No
323,CONWAY,4,No
324,SEARCY,4,No
325,EL DORADO,4,No
326,RUSSELLVILLE,4,No
327,GREENWOOD,4,No
328,WYNNE,4,No
329,WEST MEMPHIS,4,No
330,HAMBURG,4,No
331,NEWPORT,4,No
332,TEXARKANA,4,No
333,MORRILTON,4,No
334,WALNUT RIDGE,4,No
335,FORREST CITY,4,No
336,BENTONVILLE,4,No
337,MOUNTAIN HOME,4,No
338,BLYTHEVILLE,4,No
339,LONOKE,4,No
340,STUTTGART,4,No
341,TRUMANN,4,No
342,BELLA VISTA,4,No
343,ROGERS,4,No
344,VAN BUREN,4,No
345,BERRYVILLE,4,No
346,HARRISON,4,No
347,JASPER,4,No
348,ARKADELPHIA,4,No
349,LEWISVILLE,4,No
350,MT. IDA,4,No
351,CAMDEN,4,No
352,HAMPTON,4,No
353,FAYETTEVILLE,4,No
354,PEA RIDGE,4,No
355,GRAVETTE,4,No
356,MARSHALL,4,No
357,FAIRFIELD BAY,4,No
358,HOPE,4,No
359,GENTRY,4,No
360,DECATUR,4,No
361,SILOAM SPRINGS,4,No
362,SULPHUR SPRINGS,4,No
363,DE QUEEN,4,No
364,BATESVILLE,4,No
365,HAZEN,4,No
366,PAGO PAGO,3,No
367,ST. JOHNS,3,No
368,BISBEE,3,No
369,CLIFTON,3,No
370,SAFFORD,3,No
371,PARKER,3,No
372,PHOENIX,3,No
373,AVONDALE,3,No
374,BUCKEYE,3,No
375,CHANDLER,3,No
376,GLENDALE,3,No
377,MESA,3,No
378,PHOENIX,3,No
379,SCOTTSDALE,3,No
380,TEMPE,3,No
381,TOLLESON,3,No
382,WICKENBURG,3,No
383,KINGMAN,3,No
384,WHITERIVER,3,No
385,FLORENCE,3,No
386,TUCSON,3,No
387,NOGALES,3,No
388,PATAGONIA,3,No
389,PRESCOTT,3,No
390,YUMA,3,No
391,DUNCAN,3,No
392,CAVE CREEK,3,No
393,PEORIA,3,No
394,YOUNGTOWN,3,No
395,WINDOW ROCK,3,No
396,GLOBE,3,No
397,PARKER,3,No
398,QUARTZSITE,3,No
399,PIMA,3,No
400,HOLBROOK,3,No
401,BENSON,3,No
402,BISBEE,3,No
403,DOUGLAS,3,No
404,HUACHUCA CITY,3,No
405,SIERRA VISTA,3,No
406,TOMBSTONE,3,No
407,WILLCOX,3,No
408,APACHE JUNCTION,3,No
409,CASA GRANDE,3,No
410,SELLS,3,No
411,SOMERTON,3,No
412,SCOTTSDALE,3,No
413,GLOBE,3,No
414,HAYDEN,3,No
415,MIAMI,3,No
416,PAYSON,3,No
417,PINE,3,No
418,SAN CARLOS,3,No
419,TONTO BASIN,3,No
420,YOUNG,3,No
421,COOLIDGE,3,No
422,ELOY,3,No
423,FLORENCE,3,No
424,KEARNY,3,No
425,MAMMOTH,3,No
426,MARICOPA,3,No
427,SUPERIOR,3,No
428,CAMP VERDE,3,No
429,CHINO VALLEY,3,No
430,COTTONWOOD,3,No
431,JEROME,3,No
432,PRESCOTT VALLEY,3,No
433,SEDONA,3,No
434,PRESCOTT,3,No
435,HOLBROOK,3,No
436,PINETOP-LAKESIDE,3,No
437,SHOW LOW,3,No
438,SNOWFLAKE,3,No
439,WINSLOW,3,No
440,FREDONIA,3,No
441,PAGE,3,No
442,WILLIAMS,3,No
443,FLAGSTAFF,3,No
444,PEACH SPRINGS,3,No
445,FREDONIA,3,No
446,FORT MCDOWELL,3,No
447,SACATON,3,No
448,SALOME,3,No
449,MOHAVE VALLEY,3,No
450,TUCSON,3,No
451,PRESCOTT,3,No
452,KYKOTSMOVI,3,No
453,MARICOPA,3,No
454,GILA BEND,3,No
455,TUCSON,3,No
456,FREMONT,5,No
457,ALAMEDA,5,No
458,ALHAMBRA,5,No
459,MARKLEEVILLE,5,No
460,ALTADENA,5,No
461,JACKSON,5,No
462,ANAHEIM,5,No
463,ARCADIA,5,No
464,AUBURN,5,No
465,AZUSA,5,No
466,BERKELEY,5,No
467,BEVERLY HILLS,5,No
468,BRAWLEY,5,No
469,BUENA PARK,5,No
470,BURBANK,5,No
471,BURLINGAME,5,No
472,OROVILLE,5,No
473,SAN ANDREAS,5,No
474,CALEXICO,5,No
475,CARLSBAD,5,No
476,CARMEL,5,No
477,CERRITOS,5,No
478,CHULA VISTA,5,No
479,COALINGA,5,No
480,COLTON,5,No
481,COLUSA,5,No
482,COMMERCE,5,No
483,MARTINEZ,5,No
484,CORONA,5,No
485,COVINA,5,No
486,DALY CITY,5,No
487,CRESCENT CITY,5,No
488,DOWNEY,5,No
489,EL CENTRO,5,No
490,PLACERVILLE,5,No
491,EL SEGUNDO,5,No
492,ESCONDIDO,5,No
493,EUREKA,5,No
494,FRESNO,5,No
495,FULLERTON,5,No
496,GLENDALE,5,No
497,GLENDORA,5,No
498,HAYWARD,5,No
499,HEMET,5,No
500,HUNTINGTON BEACH,5,No
501,EL CENTRO,5,No
502,IMPERIAL,5,No
503,INGLEWOOD,5,No
504,INDEPENDENCE,5,No
505,BAKERSFIELD,5,No
506,HANFORD,5,No
507,LAKEPORT,5,No
508,LARKSPUR,5,No
509,LINCOLN,5,No
510,LIVERMORE,5,No
511,LODI,5,No
512,LOMPOC,5,No
513,LONG BEACH,5,No
514,DOWNEY,5,No
515,LOS ANGELES,5,No
516,MADERA,5,No
517,SAN RAFAEL,5,No
518,UKIAH,5,No
519,MENLO PARK,5,No
520,MERCED,5,No
521,MILL VALLEY,5,No
522,ALTURAS,5,No
523,MAMMOTH LAKES,5,No
524,MONROVIA,5,No
525,MARINA,5,No
526,MONTEREY,5,No
527,MONTEREY PARK,5,No
528,MOUNTAIN VIEW,5,No
529,NAPA,5,No
530,NATIONAL CITY,5,No
531,NEVADA CITY,5,No
532,NEWPORT BEACH,5,No
533,OAKLAND,5,No
534,OCEANSIDE,5,No
535,ONTARIO,5,No
536,SANTA ANA,5,No
537,ORANGE,5,No
538,ORLAND,5,No
539,OXNARD,5,No
540,PACIFIC GROVE,5,No
541,PALMDALE,5,No
542,PALM SPRINGS,5,No
543,PALO ALTO,5,No
544,ROLLING HILLS ESTATE,5,No
545,BLYTHE,5,No
546,PASADENA,5,No
547,PASO ROBLES,5,No
548,PLACENTIA,5,No
549,QUINCY,5,No
550,POMONA,5,No
551,PORTERVILLE,5,No
552,REDONDO BEACH,5,No
553,REDWOOD CITY,5,No
554,RICHMOND,5,No
555,RIVERSIDE,5,No
556,ROSEVILLE,5,No
557,SACRAMENTO,5,No
558,SALINAS,5,No
559,SAN ANSELMO,5,No
560,HOLLISTER,5,No
561,SAN BERNARDINO,5,No
562,SAN BERNARDINO,5,No
563,SAN BRUNO,5,No
564,SAN DIEGO,5,No
565,SAN DIEGO,5,No
566,SAN FRANCISCO,5,No
567,SAN JOSE,5,No
568,SAN JUAN BAUTISTA,5,No
569,SAN LEANDRO,5,No
570,SAN LUIS OBISPO,5,No
571,SAN MARINO,5,No
572,SAN MATEO,5,No
573,SAN MATEO,5,No
574,SAN RAFAEL,5,No
575,SANTA ANA,5,No
576,SANTA BARBARA,5,No
577,SANTA CLARA,5,No
578,CAMPBELL,5,No
579,SANTA CRUZ,5,No
580,SANTA FE SPRINGS,5,No
581,SANTA MARIA,5,No
582,SANTA MONICA,5,No
583,SANTA PAULA,5,No
584,SAUSALITO,5,No
585,REDDING,5,No
586,SIERRA MADRE,5,No
587,YREKA,5,No
588,FAIRFIELD,5,No
589,ROHNERT PARK,5,No
590,SOUTH PASADENA,5,No
591,SOUTH SAN FRANCISCO,5,No
592,MODESTO,5,No
593,ST. HELENA,5,No
594,STOCKTON,5,No
595,SUNNYVALE,5,No
596,YUBA CITY,5,No
597,RED BLUFF,5,No
598,TORRANCE,5,No
599,WEAVERVILLE,5,No
600,VISALIA,5,No
601,TULARE,5,No
602,SONORA,5,No
603,UPLAND,5,No
604,VENTURA,5,No
605,WATSONVILLE,5,No
606,WHITTIER,5,No
607,WILLOWS,5,No
608,WOODLAND,5,No
609,WOODLAND,5,No
610,YORBA LINDA,5,No
611,MARYSVILLE,5,No
612,CORONADO,5,No
613,IRWINDALE,5,No
614,BENICIA,5,No
615,LOS GATOS,5,No
616,REDLANDS,5,No
617,SIGNAL HILL,5,No
618,BANNING,5,No
619,BEAUMONT,5,No
620,THOUSAND OAKS,5,No
621,MARIPOSA,5,No
622,FOLSOM,5,No
623,RANCHO CUCAMONGA,5,No
624,SUSANVILLE,5,No
625,RANCHO MIRAGE,5,No
626,TIBURON,5,No
627,MISSION VIEJO,5,No
628,JURUPA VALLEY,5,No
629,MORENO VALLEY,5,No
630,CALABASAS,5,No
631,MURRIETA,5,No
632,PLEASANTON,5,No
633,VICTORVILLE,5,No
634,MOORPARK,5,No
635,CAMARILLO,5,No
636,SANTA CLARITA,5,No
637,SIMI VALLEY,5,No
638,OAKLAND,5,No
639,OROVILLE,5,No
640,SAN ANDREAS,5,No
641,MARTINEZ,5,No
642,PLACERVILLE,5,No
643,FRESNO,5,No
644,EUREKA,5,No
645,EL CENTRO,5,No
646,BAKERSFIELD,5,No
647,LAKEPORT,5,No
648,LOS ANGELES,5,No
649,MADERA,5,No
650,SAN RAFAEL,5,No
651,UKIAH,5,No
652,NEVADA CITY,5,No
653,SANTA ANA,5,No
654,AUBURN,5,No
655,RIVERSIDE,5,No
656,SACRAMENTO,5,No
657,SAN BERNARDINO,5,No
658,SAN DIEGO,5,No
659,SAN FRANCISCO,5,No
660,STOCKTON,5,No
661,SAN LUIS OBISPO,5,No
662,REDWOOD CITY,5,No
663,SANTA BARBARA,5,No
664,SAN JOSE,5,No
665,SANTA CRUZ,5,No
666,REDDING,5,No
667,FAIRFIELD,5,No
668,SANTA ROSA,5,No
669,MODESTO,5,No
670,VISALIA,5,No
671,VENTURA,5,No
672,WOODLAND,5,No
673,LOOMIS,5,No
674,GOLETA,5,No
675,THORNTON,6,No
676,AKRON,6,No
677,ALAMOSA,6,No
678,ENGLEWOOD,6,No
679,PAGOSA SPRINGS,6,No
680,AURORA,6,No
681,SPRINGFIELD,6,No
682,BASALT,6,No
683,BAYFIELD,6,No
684,BERTHOUD,6,No
685,BOULDER,6,No
686,BROOMFIELD,6,No
687,BRUSH,6,No
688,BUENA VISTA,6,No
689,BURLINGTON,6,No
690,CANON CITY,6,No
691,LA JARA,6,No
692,CORTEZ,6,No
693,SAN LUIS,6,No
694,CRAIG,6,No
695,WESTCLIFFE,6,No
696,DENVER,6,No
697,DOVE CREEK,6,No
698,DOLORES,6,No
699,CASTLE ROCK,6,No
700,DURANGO,6,No
701,EAGLE,6,No
702,ELIZABETH,6,No
703,ENGLEWOOD,6,No
704,ESTES PARK,6,No
705,FLORENCE,6,No
706,FORT COLLINS,6,No
707,FORT MORGAN,6,No
708,FOWLER,6,No
709,RIFLE,6,No
710,BLACK HAWK,6,No
711,GRANBY,6,No
712,GUNNISON,6,No
713,HAXTUN,6,No
714,HAYDEN,6,No
715,HOLLY,6,No
716,HOLYOKE,6,No
717,WALSENBURG,6,No
718,HUGO,6,No
719,WALDEN,6,No
720,LAKEWOOD,6,No
721,JULESBURG,6,No
722,EADS,6,No
723,LA JUNTA,6,No
724,LA VETA,6,No
725,LAFAYETTE,6,No
726,LAKE CITY,6,No
727,LEADVILLE,6,No
728,LAMAR,6,No
729,LAS ANIMAS,6,No
730,LIMON,6,No
731,LIMON,6,No
732,LITTLETON,6,No
733,LONGMONT,6,No
734,LOUISVILLE,6,No
735,LOVELAND,6,No
736,LYONS,6,No
737,MANCOS,6,No
738,MEEKER,6,No
739,GRAND JUNCTION,6,No
740,CREEDE,6,No
741,MONTROSE,6,No
742,NORWOOD,6,No
743,NUCLA,6,No
744,ORDWAY,6,No
745,OURAY,6,No
746,FAIRPLAY,6,No
747,PENROSE,6,No
748,COLORADO SPRINGS,6,No
749,ASPEN,6,No
750,PUEBLO,6,No
751,RANGELY,6,No
752,ROCKY FORD,6,No
753,OAK CREEK,6,No
754,CRIPPLE CREEK,6,No
755,SAGUACHE,6,No
756,SALIDA,6,No
757,SECURITY,6,No
758,SILVERTON,6,No
759,STEAMBOAT SPRINGS,6,No
760,STERLING,6,No
761,STRATTON,6,No
762,FRISCO,6,No
763,SWINK,6,No
764,TELLURIDE,6,No
765,TRINIDAD,6,No
766,VAIL,6,No
767,WELLINGTON,6,No
768,WESTMINSTER,6,No
769,WINDSOR,6,No
770,WOODLAND PARK,6,No
771,WRAY,6,No
772,YUMA,6,No
773,IGNACIO,6,No
774,GEORGETOWN,6,No
775,HOTCHKISS,6,No
776,GREELEY,6,No
777,MONTE VISTA,6,No
778,DURANGO,6,No
779,FLAGLER,6,No
780,FLEMING,6,No
781,RED FEATHER LAKES,6,No
782,CHEYENNE WELLS,6,No
783,RIDGWAY,6,No
784,AGUILAR,6,No
785,WETMORE,6,No
786,NEDERLAND,6,No
787,WRAY,6,No
788,ANDOVER,7,No
789,ANSONIA,7,No
790,ASHFORD,7,No
791,AVON,7,No
792,BEACON FALLS,7,No
793,BERLIN,7,No
794,BERLIN,7,No
795,BERLIN,7,No
796,BETHANY,7,No
797,BETHEL,7,No
798,BETHLEHEM,7,No
799,BLOOMFIELD,7,No
800,BOLTON,7,No
801,BRANFORD,7,No
802,STONY CREEK,7,No
803,BRIDGEPORT,7,No
804,BRIDGEWATER,7,No
805,BRISTOL,7,No
806,BROOKFIELD,7,No
807,BROOKLYN,7,No
808,BURLINGTON,7,No
809,FALLS VILLAGE,7,No
810,CANTERBURY,7,No
811,CANTON,7,No
812,CHAPLIN,7,No
813,CHESTER,7,No
814,CLINTON,7,No
815,COLCHESTER,7,No
816,COLUMBIA,7,No
817,CORNWALL,7,No
818,CROMWELL,7,No
819,DANBURY,7,No
820,DANBURY,7,No
821,DARIEN,7,No
822,DEEP RIVER,7,No
823,DERBY,7,No
824,DERBY,7,No
825,DURHAM,7,No
826,EAST GRANBY,7,No
827,MOODUS,7,No
828,EAST HAMPTON,7,No
829,EAST HAMPTON,7,No
830,EAST HARTFORD,7,No
831,EAST HAVEN,7,No
832,NIANTIC,7,No
833,EASTON,7,No
834,BROAD BROOK,7,No
835,EAST WINDSOR,7,No
836,ELLINGTON,7,No
837,ENFIELD,7,No
838,ESSEX,7,No
839,IVORYTON,7,No
840,FAIRFIELD,7,No
841,SOUTHPORT,7,No
842,FARMINGTON,7,No
843,GLASTONBURY,7,No
844,GLASTONBURY,7,No
845,GLASTONBURY,7,No
846,GOSHEN,7,No
847,GRANBY,7,No
848,GREENWICH,7,No
849,OLD GREENWICH,7,No
850,GRISWOLD,7,No
851,GROTON,7,No
852,GROTON,7,No
853,MYSTIC,7,No
854,GUILFORD,7,No
855,HADDAM,7,No
856,HAMDEN,7,No
857,HARTFORD,7,No
858,HARWINTON,7,No
859,HEBRON,7,No
860,KENT,7,No
861,DANIELSON,7,No
862,KILLINGWORTH,7,No
863,LEBANON,7,No
864,LEDYARD,7,No
865,NORTHFIELD,7,No
866,LITCHFIELD,7,No
867,LYME,7,No
868,MADISON,7,No
869,MANCHESTER,7,No
870,MANSFIELD,7,No
871,MARLBOROUGH,7,No
872,MERIDEN,7,No
873,MIDDLEBURY,7,No
874,MIDDLEFIELD,7,No
875,MIDDLETOWN,7,No
876,MILFORD,7,No
877,MONROE,7,No
878,OAKDALE,7,No
879,MORRIS,7,No
880,NAUGATUCK,7,No
881,NEW BRITAIN,7,No
882,NEW CANAAN,7,No
883,NEW FAIRFIELD,7,No
884,NEW HARTFORD,7,No
885,NEW HARTFORD,7,No
886,NEW HAVEN,7,No
887,NEWINGTON,7,No
888,NEW LONDON,7,No
889,NEW MILFORD,7,No
890,NEWTOWN,7,No
891,NORFOLK,7,No
892,NORTH BRANFORD,7,No
893,NORTH CANAAN,7,No
894,NORTH HAVEN,7,No
895,NORTH STONINGTON,7,No
896,NORWALK,7,No
897,NORWALK,7,No
898,NORWALK,7,No
899,NORWICH,7,No
900,OLD LYME,7,No
901,OLD SAYBROOK,7,No
902,ORANGE,7,No
903,OXFORD,7,No
904,MOOSUP,7,No
905,PLAINVILLE,7,No
906,PLYMOUTH,7,No
907,TERRYVILLE,7,No
908,POMFRET,7,No
909,ABINGTON,7,No
910,PORTLAND,7,No
911,PRESTON,7,No
912,PROSPECT,7,No
913,PUTNAM,7,No
914,REDDING,7,No
915,RIDGEFIELD,7,No
916,ROCKY HILL,7,No
917,ROXBURY,7,No
918,SALEM,7,No
919,SALISBURY,7,No
920,SCOTLAND,7,No
921,SEYMOUR,7,No
922,SHARON,7,No
923,SHELTON,7,No
924,SHERMAN,7,No
925,SIMSBURY,7,No
926,SOMERS,7,No
927,SOUTHBURY,7,No
928,SOUTHINGTON,7,No
929,SOUTH WINDSOR,7,No
930,BALTIC,7,No
931,STAFFORD SPRINGS,7,No
932,STAMFORD,7,No
933,ONECO,7,No
934,STONINGTON,7,No
935,STRATFORD,7,No
936,SUFFIELD,7,No
937,THOMASTON,7,No
938,NORTH GROSVENORDALE,7,No
939,TOLLAND,7,No
940,TORRINGTON,7,No
941,TRUMBULL,7,No
942,UNION,7,No
943,VERNON,7,No
944,VOLUNTOWN,7,No
945,WALLINGFORD,7,No
946,WARREN,7,No
947,WASHINGTON,7,No
948,WATERBURY,7,No
949,WATERFORD,7,No
950,WATERTOWN,7,No
951,WESTBROOK,7,No
952,WEST HARTFORD,7,No
953,WEST HAVEN,7,No
954,WESTON,7,No
955,WESTPORT,7,No
956,WETHERSFIELD,7,No
957,WILLINGTON,7,No
958,WILTON,7,No
959,WINCHESTER,7,No
960,SOUTH WINDHAM,7,No
961,WILLIMANTIC,7,No
962,WINDHAM,7,No
963,WINDSOR,7,No
964,WINDSOR LOCKS,7,No
965,WOLCOTT,7,No
966,WOODBRIDGE,7,No
967,WOODBURY,7,No
968,WOODSTOCK,7,No
969,WOODSTOCK,7,No
970,EAST WOODSTOCK,7,No
971,WOODSTOCK,7,No
972,CHESHIRE,7,No
973,COVENTRY,7,No
974,EASTFORD,7,No
975,HAMPTON,7,No
976,HARTLAND,7,No
977,WEST CORNWALL,7,No
978,SOUTH WINDSOR,7,No
979,FRANKLIN,7,No
980,WASHINGTON,8,No
981,FRANKFORD,8,No
982,GEORGETOWN,8,No
983,HARRINGTON,8,No
984,LAUREL,8,No
985,LEWES,8,No
986,MILFORD,8,No
987,MILLSBORO,8,No
988,NEW CASTLE,8,No
989,REHOBOTH BEACH,8,No
990,SEAFORD,8,No
991,SELBYVILLE,8,No
992,SMYRNA,8,No
993,WILMINGTON,8,No
994,BRIDGEVILLE,8,No
995,ODESSA,8,No
996,DELAWARE CITY,8,No
997,DELMAR,8,No
998,DOVER,8,No
999,GEORGETOWN,8,No
1000,DOVER,8,No
1001,NEW CASTLE,8,No
1002,OCALA,9,No
1003,JACKSONVILLE,9,No
1004,PANAMA CITY,9,No
1005,ORLANDO,9,No
1006,LIVE OAK,9,No
1007,PENSACOLA,9,No
1008,COCOA,9,No
1009,FORT LAUDERDALE,9,No
1010,LIGHTHOUSE POINT,9,No
1011,OAKLAND PARK,9,No
1012,WILTON MANORS,9,No
