46,How To Make An American Quilt,165,Winona Ryder Anne Bancroft Ellen Burstyn Kate Nelligan Jean Simmons,Drama Romance,1995,Good,Jocelyn Moorhouse
47,Se7en,166,Brad Pitt Morgan Freeman Gwyneth Paltrow John C. McGinley Kevin Spacey,Crime Mystery Thriller,1995,Good,David Fincher
48,Pocahontas,167,Irene Bedard Mel Gibson David Ogden Stiers John Kassir Russell Means,Adventure Animation Drama Family,1995,Bad,Mike Gabriel Eric Goldberg
49,When Night Is Falling,168,Pascale Bussières Rachael Crawford Henry Czerny Don McKellar,Drama Romance,1995,Good,Patricia Rozema
50,The Usual Suspects,169,Stephen Baldwin Gabriel Byrne Chazz Palminteri Kevin Pollak Pete Postlethwaite,Drama Crime Thriller,1995,Good,Bryan Singer
51,Guardian Angel,170,Cynthia Rothrock Marshall R. Teague Daniel McVicar Lydie Denier John O'Leary,Action Thriller Drama,1994,Good,Richard W. Munchkin
52,Mighty Aphrodite,171,Woody Allen Mira Sorvino Helena Bonham Carter F. Murray Abraham Donald Symington,Comedy Romance,1995,Bad,Woody Allen
53,Lamerica,172,Enrico Lo Verso Michele Placido Piro Milkani Carmelo Di Mazzarelli Marjeta Ljarja,Drama Foreign,1994,Good,Gianni Amelio
54,The Big Green,173,Steve Guttenberg Olivia d'Abo Jay O. Sanders John Terry Bug Hall,Action Adventure Comedy Family,1995,Good,Holly Goldberg Sloan
55,Georgia,174,Jennifer Jason Leigh Mare Winningham Ted Levine Max Perlich John Doe,Drama,1995,Good,Ulu Grosbard
56,Kids of the Round Table,175,Johnny Morina Malcolm McDowell Maggie Castle James Rae Michael Ironside,,1997,Bad,Robert Tinnell
57,Home for the Holidays,176,Holly Hunter Robert Downey Jr. Anne Bancroft Charles Durning Claire Danes,Comedy Drama Romance,1995,Good,Jodie Foster
58,The Confessional,177,Lothaire Bluteau Patrick Goyette Jean-Louis Millette Kristin Scott Thomas Ron Burrage,Thriller Drama Mystery,1995,Good,Robert Lepage
59,The Indian in the Cupboard,178,Hal Scardino Litefoot Lindsay Crouse Richard Jenkins Rishi Bhat,Adventure Family Fantasy,1995,Good,Frank Oz
60,Eye for an Eye,179,Sally Field Kiefer Sutherland Ed Harris Beverly D'Angelo Charlayne Woodard,Drama Thriller,1996,Bad,John Schlesinger
61,Mr. Holland's Opus,180,Richard Dreyfuss Glenne Headly Jay Thomas Olympia Dukakis William H. Macy,Music Drama Family,1995,Good,Stephen Herek
62,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,181,Shawn Wayans Marlon Wayans Tracey Cherelle Jones Chris Spencer Vivica A. Fox,Comedy,1996,Good,Paris Barclay
63,Two If by Sea,182,Sandra Bullock Denis Leary Yaphet Kotto Stephen Dillane Tracey Cherelle Jones,Comedy Romance,1996,Good,Bill Bennett
64,Bio-Dome,183,Pauly Shore Stephen Baldwin Joey Lauren Adams Teresa Hill William Atherton,Comedy,1996,Bad,Jason Bloom
65,Lawnmower Man 2: Beyond Cyberspace,184,Patrick Bergin Matt Frewer Austin O'Brien Ely Pouget Camille Cooper,Action Sci-Fi,1996,Good,Farhad Mann
66,Two Bits,185,Jerry Barone Al Pacino Mary Elizabeth Mastrantonio Joe Grifasi Geoff Pierson,Drama Family,1995,Good,James Foley
67,French Twist,186,Victoria Abril Josiane Balasko Alain Chabat Ticky Holgado Catherine Hiegel,Comedy Romance,1995,Good,Josiane Balasko
68,Friday,187,Ice Cube Chris Tucker Nia Long Tom Lister Jr. John Witherspoon,Comedy,1995,Bad,F. Gary Gray
69,From Dusk Till Dawn,188,George Clooney Quentin Tarantino Harvey Keitel Juliette Lewis Ernest Liu,Horror Action Thriller Crime,1996,Good,Robert Rodriguez
70,Fair Game,189,William Baldwin Cindy Crawford Steven Berkoff Christopher McDonald Miguel Sandoval,Action Thriller Romance,1995,Good,Andrew Sipes
71,Kicking and Screaming,190,Josh Hamilton Olivia d'Abo Carlos Jacott Eric Stoltz Chris Eigeman,Comedy Drama Romance,1995,Good,Noah Baumbach
72,Les Miserables,191,Jean-Paul Belmondo Michel Boujenah Alessandra Martines Salomé Lelouch Annie Girardot,Drama History,1995,Bad,Claude Lelouch
73,Bed of Roses,192,Christian Slater Mary Stuart Masterson Pamela Adlon Josh Brolin Brian Tarantina,Drama Romance,1996,Good,Michael Goldenberg
74,Big Bully,193,Rick Moranis Tom Arnold Julianne Phillips Carol Kane Jeffrey Tambor,Comedy Family,1996,Good,Steve Miner
75,Screamers,194,Peter Weller Roy Dupuis Jennifer Rubin Andrew Lauer Liliana Komorowska,Horror Sci-Fi,1995,Good,Christian Duguay
76,Nico Icon,195,Nico Tina Aumont Jackson Browne John Cale Paul Morrissey,Documentary,1995,Bad,Susanne Ofteringer
77,The Crossing Guard,196,Jack Nicholson David Morse Anjelica Huston Robin Wright Piper Laurie,Drama Thriller,1995,Good,Sean Penn
78,The Juror,197,Demi Moore Alec Baldwin Joseph Gordon-Levitt Anne Heche James Gandolfini,Drama Thriller,1996,Good,Brian Gibson
79,The White Balloon,198,Aida Mohammadkhani Mohsen Kafili Fereshteh Sadre Orafaiy Anna Borkowska Mohammad Shahani,Family Drama,1995,Good,Jafar Panahi
80,Things to Do in Denver When You're Dead,199,Andy García Christopher Lloyd William Forsythe Bill Nunn Treat Williams,Drama Crime,1995,Bad,Gary Fleder
81,Antonia's Line,200,Willeke van Ammelrooy Els Dottermans Dora van der Groen Veerle van Overloop Esther Vriesendorp,Drama Comedy,1995,Good,Marleen Gorris
82,Once Upon a Time... When We Were Colored,201,"Al Freeman, Jr. Phylicia Rashād Paula Kelly Salli Richardson-Whitfield Anna Maria Horsford",Romance Drama,1996,Good,Tim Reid
83,Last Summer in the Hamptons,202,Victoria Foyt Viveca Lindfors Jon Robin Baitz Savannah Smith Boucher Roscoe Lee Browne,,1995,Good,Henry Jaglom
84,Angels and Insects,203,Mark Rylance Kristin Scott Thomas Patsy Kensit Jeremy Kemp Douglas Henshall,Drama Romance,1995,Bad,Philip Haas
85,White Squall,204,Jeff Bridges Caroline Goodall John Savage Scott Wolf Jeremy Sisto,Action Drama,1996,Good,Ridley Scott
86,Dunston Checks In,205,Jason Alexander Faye Dunaway Eric Lloyd Rupert Everett Graham Sack,Adventure Comedy Family,1996,Good,Ken Kwapis
87,Black Sheep,206,Chris Farley David Spade Grant Heslov Tim Matheson Gary Busey,Comedy,1996,Good,Penelope Spheeris
88,Nick of Time,207,Johnny Depp Courtney Chase Charles S. Dutton Christopher Walken Roma Maffia,Crime Drama Thriller,1995,Bad,John Badham
89,The Journey of August King,208,Jason Patric Thandie Newton Larry Drake Sam Waterston Eric Mabius,Drama,1995,Good,John Duigan
90,Mary Reilly,209,Julia Roberts John Malkovich George Cole Michael Gambon Glenn Close,Drama Horror Thriller Romance,1996,Good,Stephen Frears
91,Vampire in Brooklyn,210,Eddie Murphy Angela Bassett Allen Payne Kadeem Hardison John Witherspoon,Comedy Horror Romance,1995,Good,Wes Craven
92,Beautiful Girls,211,Matt Dillon Noah Emmerich Annabeth Gish Lauren Holly Timothy Hutton,Comedy Drama Romance,1996,Bad,Ted Demme
93,Broken Arrow,212,John Travolta Christian Slater Samantha Mathis Delroy Lindo Bob Gunton,Action Adventure Drama Thriller,1996,Good,John Woo
94,A Midwinter's Tale,213,Richard Briers Joan Collins Michael Maloney Nicholas Farrell Jennifer Saunders,Comedy,1995,Good,Kenneth Branagh
95,La Haine,214,Vincent Cassel Hubert Koundé Saïd Taghmaoui Abdel Ahmed Ghili Souleymane Dicko,Drama,1995,Good,Mathieu Kassovitz
96,Shopping,215,Sadie Frost Jude Law Sean Pertwee Fraser James Sean Bean,Action Adventure Drama Sci-Fi Thriller,1994,Bad,Paul W.S. Anderson
97,Heidi Fleiss: Hollywood Madam,216,Nick Broomfield Heidi Fleiss Madam Alex Ivan Nagy Corinne Bohrer,Documentary,1995,Good,Nick Broomfield
98,City Hall,217,Al Pacino John Cusack Bridget Fonda Danny Aiello Martin Landau,Drama Thriller,1996,Good,Harold Becker
99,Bottle Rocket,218,Luke Wilson Owen Wilson Lumi Cavazos Andrew Wilson Robert Musgrave,Comedy Crime Drama,1996,Good,Wes Anderson
100,Mr. Wrong,219,Ellen DeGeneres Bill Pullman Joan Cusack Dean Stockwell Joan Plowright,Comedy Romance,1996,Bad,Nick Castle
101,Unforgettable,220,Ray Liotta Linda Fiorentino Peter Coyote Christopher McDonald David Paymer,Drama Mystery Sci-Fi Thriller,1996,Good,John Dahl
102,Happy Gilmore,221,Adam Sandler Ben Stiller Christopher McDonald Julie Bowen Frances Bay,Comedy,1996,Good,Dennis Dugan
103,The Bridges of Madison County,222,Meryl Streep Clint Eastwood Annie Corley Victor Slezak Jim Haynie,Drama Romance,1995,Good,Clint Eastwood
104,Nobody Loves Me,223,Maria Schrader Pierre Sanoussi-Bliss Michael von Au Elisabeth Trissenaar Joachim Król,Drama Comedy Family,1994,Bad,Doris Dörrie
105,Muppet Treasure Island,224,Tim Curry Kevin Bishop Jennifer Saunders Billy Connolly Dave Goelz,Action Comedy Music Family Adventure,1996,Good,Brian Henson
106,Catwalk,225,Christy Turlington Azzedine Alaïa Giorgio Armani Nadja Auermann Sandra Bernhard,Documentary,1995,Good,Robert Leacock
107,Headless Body in Topless Bar,226,Raymond J. Barry Rustam Branaman Jennifer MacDonald Taylor Nichols David Selby,Crime,1995,Good,James Bruce
108,Braveheart,227,Mel Gibson Catherine McCormack Sophie Marceau Patrick McGoohan Angus Macfadyen,Action Drama History War,1995,Bad,Mel Gibson
109,Taxi Driver,228,Robert De Niro Cybill Shepherd Harvey Keitel Jodie Foster Peter Boyle,Crime Drama,1976,Good,Martin Scorsese
110,Rumble in the Bronx,229,Jackie Chan Anita Mui Françoise Yip Bill Tung Marc Akerstream,Crime Action Comedy Thriller,1995,Good,Stanley Tong
111,Before and After,230,Meryl Streep Liam Neeson Edward Furlong Alfred Molina Daniel von Bargen,Drama Thriller,1996,Good,Barbet Schroeder
112,Margaret's Museum,231,Helena Bonham Carter Clive Russell Craig Olejnik Kate Nelligan Kenneth Welsh,Drama,1995,Bad,Mort Ransen
113,Happiness Is in the Field,232,Michel Serrault Eddy Mitchell Sabine Azéma Carmen Maura François Morel,Comedy,1995,Good,Étienne Chatiliez
114,Anne Frank Remembered,233,Kenneth Branagh Glenn Close,Documentary Drama Foreign,1995,Good,Jon Blair
115,The Young Poisoner's Handbook,234,Tobias Arnold Ruth Sheen Roger Lloyd Pack Hugh O'Conor Norman Caro,Comedy Crime Drama,1995,Good,Benjamin Ross
116,If Lucy Fell,235,Sarah Jessica Parker Elle Macpherson Scarlett Johansson Eric Schaeffer Dominic Chianese,Comedy Romance,1996,Bad,Eric Schaeffer
117,Steal Big Steal Little,236,Andy García Alan Arkin Rachel Ticotin Joe Pantoliano Ally Walker,Comedy Drama,1995,Good,Andrew Davis
118,Race the Sun,237,Halle Berry Jim Belushi Casey Affleck Eliza Dushku Kevin Tighe,Action Adventure Comedy Drama Family,1996,Good,Charles T. Kanganis
119,The Boys of St. Vincent,238,Henry Czerny Johnny Morina Brian Dooley Philip Dinn Brian Dodd,Drama,1992,Good,John N. Smith
120,Boomerang,239,Eddie Murphy Robin Givens Halle Berry David Alan Grier Grace Jones,Comedy Romance,1992,Bad,Reginald Hudlin
121,Chungking Express,240,Brigitte Lin Tony Leung Chiu-Wai Faye Wong Takeshi Kaneshiro Valerie Chow,Drama Comedy Romance,1994,Good,Wong Kar-wai
122,The Star Maker,241,Sergio Castellitto Tiziana Lodato Franco Scaldati Leopoldo Trieste Clelia Rondinella,Drama Romance,1995,Good,Giuseppe Tornatore
123,Flirting with Disaster,242,Ben Stiller Patricia Arquette Téa Leoni Mary Tyler Moore Alan Alda,Comedy Romance,1996,Good,David O. Russell
124,The Neverending Story III: Escape from Fantasia,243,Jason James Richter Melody Kay Kevin McNulty Tracey Ellis Jack Black,Fantasy,1994,Bad,Peter MacDonald
125,The Silences of the Palace,244,Amel Hedhili Najia Ouerghi Fatima Ben Saïdane Zahira Ben Ammar Sabah Bouzouita,Drama,1994,Good,Moufida Tlatli
126,Jupiter's Wife,245,Maggie Cogan,,1995,Good,Michel Negroponte
127,Pie in the Sky,246,Josh Charles Anne Heche John Goodman Christine Lahti Christine Ebersole,Comedy Romance,1996,Good,Bryan Gordon
128,Angela,247,Miranda Rhyne Charlotte Eve Blythe Anna Levine John Ventimiglia Io Tillett Wright,Comedy Drama,1995,Bad,Rebecca Miller
129,Frankie Starlight,248,Matt Dillon Corban Walker Gabriel Byrne Anne Parillaud Niall Toibin,Drama Romance War,1995,Good,Michael Lindsay-Hogg
130,Jade,249,David Caruso Linda Fiorentino Chazz Palminteri Michael Biehn Richard Crenna,Action Thriller Mystery Romance,1995,Good,William Friedkin
131,Nueba Yol,250,Luisito Marti Alfonso Zayas Caridad Ravelo Raúl Carbonell hijo Rafael Villalona,Comedy Drama Romance,1995,Good,Ángel Muñiz
132,Sonic Outlaws,251,Lloyd Dunn Chris Grigg Mark Hosler Don Joyce Doug Kahn,Music Documentary,1995,Bad,Craig Baldwin
133,Down Periscope,252,Kelsey Grammer Lauren Holly Rob Schneider Harry Dean Stanton Bruce Dern,Comedy,1996,Good,David S. Ward
134,From the Journals of Jean Seberg,253,Jean Seberg Mary Beth Hurt,Documentary,1995,Good,Mark Rappaport
135,Man of the Year,254,Dirk Shafer Mary Stein Claudette Sutherland Cal Bartlett Vivian Paxton,Comedy,1995,Good,Dirk Shafer
136,The Neon Bible,255,Jacob Tierney Drake Bell Gena Rowlands Diana Scarwid Denis Leary,Drama,1995,Bad,Terence Davies
137,Target,256,,,1995,Good,Sandip Ray
138,Up Close & Personal,257,Robert Redford Michelle Pfeiffer Stockard Channing Joe Mantegna Kate Nelligan,Drama Romance,1996,Good,Jon Avnet
139,The Birdcage,258,Robin Williams Gene Hackman Nathan Lane Dianne Wiest Grant Heslov,Comedy,1996,Good,Mike Nichols
140,Virgin Mary,259,Martin Sheen Michael York Morgan Fairchild Paul Guilfoyle George Coe,Drama,1995,Bad,Jakov Sedlar
141,The Brothers McMullen,260,Shari Albert Maxine Bahns Catharine Bolz Connie Britton Edward Burns,Comedy Drama Romance,1995,Good,Edward Burns
142,Bad Boys,261,Will Smith Martin Lawrence Téa Leoni Tchéky Karyo Joe Pantoliano,Action Comedy Crime Thriller,1995,Good,Michael Bay
143,The Amazing Panda Adventure,262,Stephen Lang Ryan Slater Yi Ding Brian Wagner Isabella Hofmann,Action Adventure Drama Family,1995,Good,Christopher Cain
144,The Basketball Diaries,263,Leonardo DiCaprio Lorraine Bracco James Madio Mark Wahlberg Bruno Kirby,Drama Crime,1995,Bad,Scott Kalvert
145,An Awfully Big Adventure,264,Alan Rickman Hugh Grant Georgina Cates Rita Tushingham Alun Armstrong,Romance Drama Comedy,1995,Good,Mike Newell
146,Amateur,265,Isabelle Huppert Martin Donovan Elina Löwensohn Damian Young Chuck Montgomery,Crime Comedy Drama Thriller,1994,Good,Hal Hartley
147,Apollo 13,266,Tom Hanks Bill Paxton Kevin Bacon Gary Sinise Ed Harris,Drama,1995,Good,Ron Howard
148,Rob Roy,267,Liam Neeson Jessica Lange John Hurt Tim Roth Eric Stoltz,Adventure,1995,Bad,Michael Caton-Jones
149,The Addiction,268,Lili Taylor Christopher Walken Annabella Sciorra Edie Falco Michael Imperioli,Drama Horror,1995,Good,Abel Ferrara
150,Batman Forever,269,Val Kilmer Tommy Lee Jones Jim Carrey Nicole Kidman Chris O'Donnell,Action Crime Fantasy,1995,Good,Joel Schumacher
151,Beyond Rangoon,270,Patricia Arquette Frances McDormand U Aung Ko Spalding Gray Tiara Jacquelina,Drama Thriller,1995,Good,John Boorman
152,Blue in the Face,271,Harvey Keitel Lou Reed Michael J. Fox Roseanne Barr Lily Tomlin,Comedy,1995,Bad,Paul Auster Wayne Wang
153,Canadian Bacon,272,John Candy Alan Alda Rhea Perlman Kevin Pollak Rip Torn,Action Comedy,1995,Good,Michael Moore
154,Casper,273,Christina Ricci Bill Pullman Cathy Moriarty Eric Idle Joe Nipote,Fantasy Comedy Family,1995,Good,Brad Silberling
155,Clockers,274,Harvey Keitel John Turturro Delroy Lindo Mekhi Phifer Isaiah Washington,Mystery Crime Drama,1995,Good,Spike Lee
156,Congo,275,Laura Linney Dylan Walsh Ernie Hudson Tim Curry Grant Heslov,Action Adventure Drama Mystery Sci-Fi Thriller,1995,Bad,Frank Marshall
157,Crimson Tide,276,Denzel Washington Gene Hackman Matt Craven George Dzundza Viggo Mortensen,Action Thriller Drama,1995,Good,Tony Scott
158,Crumb,277,Robert Crumb Aline Kominsky Charles Crumb Maxon Crumb Martin Muller,Documentary,1994,Good,Terry Zwigoff
159,Desperado,278,Antonio Banderas Salma Hayek Joaquim de Almeida Cheech Marin Steve Buscemi,Thriller Action Crime,1995,Good,Robert Rodriguez
160,Devil in a Blue Dress,279,Denzel Washington Tom Sizemore Jennifer Beals Don Cheadle Maury Chaykin,Drama Mystery Thriller,1995,Bad,Carl Franklin
161,Die Hard: With a Vengeance,280,Bruce Willis Jeremy Irons Samuel L. Jackson Graham Greene Colleen Camp,Action Thriller,1995,Good,John McTiernan
162,The Doom Generation,281,Rose McGowan James Duval Johnathon Schaech Cress Williams Dustin Nguyen,Action Comedy Crime Drama,1995,Good,Gregg Araki
163,Feast of July,282,Embeth Davidtz Tom Bell Gemma Jones James Purefoy Ben Chaplin,Drama Crime,1995,Good,Christopher Menaul
164,First Knight,283,Sean Connery Richard Gere Julia Ormond Ben Cross Liam Cunningham,Action Adventure Drama Romance,1995,Bad,Jerry Zucker
165,Free Willy 2 - The Adventure Home,284,Jason James Richter Michael Madsen Jayne Atkinson August Schellenberg Mary Kate Schellhardt,Adventure,1995,Good,Dwight H. Little
166,Hackers,285,Jonny Lee Miller Angelina Jolie Jesse Bradford Matthew Lillard Renoly Santiago,Action Crime Thriller Drama,1995,Good,Iain Softley
167,Jeffrey,286,Steven Weber Patrick Stewart Michael T. Weiss Sigourney Weaver Christine Baranski,Comedy Drama Romance,1995,Good,Christopher Ashley
168,Johnny Mnemonic,287,Keanu Reeves Dina Meyer Takeshi Kitano Ice-T Dolph Lundgren,Adventure Action Drama Sci-Fi Thriller,1995,Bad,Robert Longo
169,Judge Dredd,288,Sylvester Stallone Diane Lane Armand Assante Rob Schneider Jürgen Prochnow,Sci-Fi,1995,Good,Danny Cannon
170,Jury Duty,289,Pauly Shore Tia Carrere Stanley Tucci Brian Doyle-Murray Abe Vigoda,Comedy Drama,1995,Good,John Fortenberry
171,Kids,290,Leo Fitzpatrick Rosario Dawson Chloë Sevigny Justin Pierce Sajan Bhagat,Drama Crime,1995,Good,Larry Clark
172,Living in Oblivion,291,Steve Buscemi Catherine Keener Dermot Mulroney James Le Gros Peter Dinklage,Drama Comedy,1995,Bad,Tom DiCillo
173,Lord of Illusions,292,Scott Bakula Kevin J. O'Connor Famke Janssen Joel Swetow Daniel von Bargen,Mystery Horror Thriller,1995,Good,Clive Barker
174,Love & Human Remains,293,Thomas Gibson Ruth Marshall Cameron Bancroft Mia Kirshner Joanne Vannicola,Comedy Drama,1993,Good,Denys Arcand
175,Mad Love,294,Chris O'Donnell Drew Barrymore Matthew Lillard Richard Chaim Robert Nadir,Drama Family Romance,1995,Good,Antonia Bird
176,Mallrats,295,Jason Lee Jeremy London Shannen Doherty Claire Forlani Ben Affleck,Romance Comedy,1995,Bad,Kevin Smith
177,Mighty Morphin Power Rangers: The Movie,296,Amy Jo Johnson Jason David Frank David Yost Johnny Yong Bosch Steve Cardenas,Action Adventure Sci-Fi Family Fantasy,1995,Good,Bryan Spicer
178,Moonlight and Valentino,297,Elizabeth Perkins Gwyneth Paltrow Kathleen Turner Whoopi Goldberg Jon Bon Jovi,Comedy Drama Romance,1995,Good,David Anspaugh
179,Mute Witness,298,Marina Zudina Fay Ripley Evan Richards Igor Volkov Sergei Karlenkov,Thriller Foreign,1995,Good,Anthony Waller
180,Nadja,299,Elina Löwensohn Peter Fonda David Lynch Suzy Amis Jared Harris,Horror Thriller,1994,Bad,Michael Almereyda
181,The Net,300,Sandra Bullock Jeremy Northam Dennis Miller Wendy Gazelle Ken Howard,Crime Drama Mystery Thriller Action,1995,Good,Irwin Winkler
182,Nine Months,301,Hugh Grant Julianne Moore Tom Arnold Joan Cusack Jeff Goldblum,Comedy,1995,Good,Chris Columbus
183,Party Girl,302,Parker Posey Liev Schreiber Anthony DeSando Guillermo Díaz Donna Mitchell,Comedy,1995,Good,Daisy von Scherler Mayer
184,The Prophecy,303,Christopher Walken Elias Koteas Virginia Madsen Eric Stoltz Adam Goldberg,Fantasy Horror Thriller,1995,Bad,Gregory Widen
185,Reckless,304,Mia Farrow Tony Goldwyn Scott Glenn Mary-Louise Parker,Fantasy Comedy Drama,1995,Good,Norman René
186,Safe,305,Julianne Moore Xander Berkeley Dean Norris Peter Friedman Kate McGregor-Stewart,Drama,1995,Good,Todd Haynes
